Issue Type,Project Key,Summary,Priority,Labels,Requirement Keys,Test Type,Step Action,Step Data,Step Result,Description,Tags,Pages,Story Id,Epic
Test,,"As a Clinician, I want to add a patient's care plan so that I can manage and track their treatment effectively.",Must,"auto-generated,vertex-ai,traceable",2.3.2.7,Manual,"I am logged in as a Clinician and have selected a patient. | I enter the details of the patient's care plan, including goals, interventions, and schedule.",,The care plan is stored in the system and associated with the patient's record.,"As a Clinician, I want to add a patient's care plan so that I can manage and track their treatment effectively.",@priority_Must @req_2.3.2.7 @FDA21CFR11 @HIPAA,6;11,c863f4a5-746e-41c6-85ec-e67d54f65b76,
Test,,"As a Doctor, I want to store patient care plans so that I can easily access and manage them within the system.",Must,"auto-generated,vertex-ai,traceable",2.3.2.8,Manual,The doctor is logged into the system. | The doctor creates or updates a patient's care plan.,,"The care plan is stored securely in the database, adhering to HIPAA regulations.","As a Doctor, I want to store patient care plans so that I can easily access and manage them within the system.",@priority_Must @req_2.3.2.8 @HIPAA,6,dc799229-07ec-41dd-b005-b7df7d4287ab,
Test,,"As a Doctor, I want to track reviews of care plans so that I can ensure patient care plans are regularly evaluated and updated.",Must,"auto-generated,vertex-ai,traceable",2.3.2.9,Manual,A care plan exists for a patient | A doctor reviews the care plan,,The system should record the review date and the doctor who performed the review.,"As a Doctor, I want to track reviews of care plans so that I can ensure patient care plans are regularly evaluated and updated.",@priority_Must @req_2.3.2.9 @HIPAA,6,ecde75f7-5ad2-4a0e-b041-0eb1992fe872,
Test,,"As a Doctor, I want to track approval of care plans so that I can ensure proper authorization and compliance.",Must,"auto-generated,vertex-ai,traceable",2.3.2.10,Manual,A care plan exists for a patient | The care plan is submitted for approval,,"The system should record the approval status, approver, and timestamp.","As a Doctor, I want to track approval of care plans so that I can ensure proper authorization and compliance.",@priority_Must @req_2.3.2.10 @FDA21CFR11 @HIPAA,6,28bed99a-90da-43ca-b3f5-091d2422fad4,
Test,,"As a Doctor, I want to store care plan updates and changes, so that I can maintain an accurate and up-to-date record of patient care.",Must,"auto-generated,vertex-ai,traceable",2.3.2.11,Manual,A care plan exists for a patient | The Doctor updates the care plan,,The system stores the updated care plan and tracks the changes made.,"As a Doctor, I want to store care plan updates and changes, so that I can maintain an accurate and up-to-date record of patient care.",@priority_Must @req_2.3.2.11 @FDA21CFR11 @HIPAA,6;14,7d2b7ed2-d5dc-4fec-a5c7-a7fe3747e22b,
Test,,"As a Doctor, I want to store tracks so that I can monitor patient progress over time.",Should,"auto-generated,vertex-ai,traceable",2.3.2.12,Manual,"The system is running and a patient record is open. | I input track data (e.g., therapy session attendance, medication adherence).",,The system stores the track data securely and associates it with the correct patient record.,"As a Doctor, I want to store tracks so that I can monitor patient progress over time.",@priority_Should @req_2.3.2.12 @FDA21CFR11 @HIPAA,6,9c50f791-751b-4c5e-8f26-721780a84f12,
Test,,"As a Clinician, I want to store classes so that I can manage patient schedules and track attendance.",Should,"auto-generated,vertex-ai,traceable",2.3.2.13,Manual,"The clinician is logged into the system. | The clinician creates a new class with relevant details (name, time, date, location, instructor).",,The system stores the class information in the database.,"As a Clinician, I want to store classes so that I can manage patient schedules and track attendance.",@priority_Should @req_2.3.2.13 @HIPAA,6;11,b2d89ccf-7954-4c23-82b2-23c288c68532,
Test,,"As a Clinician, I want to store classes so that I can manage patient schedules and track attendance.",Should,"auto-generated,vertex-ai,traceable",2.3.2.13,Manual,"A class exists in the system. | The clinician updates the class details (e.g., time, location, instructor).",,The system updates the class information in the database.,"As a Clinician, I want to store classes so that I can manage patient schedules and track attendance.",@priority_Should @req_2.3.2.13 @HIPAA,6;11,b2d89ccf-7954-4c23-82b2-23c288c68532,
Test,,"As a Clinician, I want to link patients to classes so that I can manage patient schedules and track participation.",Must,"auto-generated,vertex-ai,traceable",2.3.2.14,Manual,I am a clinician with appropriate privileges. | I attempt to link a patient to a class.,,The system should allow me to associate the patient with the selected class.,"As a Clinician, I want to link patients to classes so that I can manage patient schedules and track participation.",@priority_Must @req_2.3.2.14,6;8,7f066a03-13ee-4819-864c-1681e53ae77c,
Test,,"As a Nurse, I want to store schedules, so that I can manage patient appointments and staff availability.",Must,"auto-generated,vertex-ai,traceable",2.3.2.15,Manual,I am logged in as a Nurse. | I enter schedule information for patients and staff.,,The system stores the schedule information in the database.,"As a Nurse, I want to store schedules, so that I can manage patient appointments and staff availability.",@priority_Must @req_2.3.2.15,6,1fe9722a-8020-4063-af1b-36296612b1f9,
Test,,"As a user, I want to store sessions so that patient session data is recorded and accessible.",Must,"auto-generated,vertex-ai,traceable",2.3.2.16,Manual,The user has the appropriate permissions | The user inputs session data,,The session data is stored securely in the system,"As a user, I want to store sessions so that patient session data is recorded and accessible.",@priority_Must @req_2.3.2.16 @FDA21CFR11 @HIPAA,6,4a1e8681-5f16-49a3-8c60-c681ba4fc6c7,
Test,,"As a Doctor, I want to store group notes for sessions so that I can easily track patient progress in group settings.",Should,"auto-generated,vertex-ai,traceable",2.3.2.18,Manual,A session exists in the system | I enter group notes for the session,,The group notes are stored securely and associated with the session.,"As a Doctor, I want to store group notes for sessions so that I can easily track patient progress in group settings.",@priority_Should @req_2.3.2.18 @FDA21CFR11 @HIPAA,6,8427850f-347e-424d-b795-d9ded4623457,
Test,,"As a Doctor, I want to store individual notes for sessions, so that I can track patient progress and tailor treatment plans effectively.",Must,"auto-generated,vertex-ai,traceable",2.3.2.19,Manual,A session exists for a patient | I enter notes related to the session,,"The notes are stored securely and associated with that specific session and patient, adhering to HIPAA regulations.","As a Doctor, I want to store individual notes for sessions, so that I can track patient progress and tailor treatment plans effectively.",@priority_Must @req_2.3.2.19 @FDA21CFR11 @HIPAA,6;8,9260a64d-e8f4-457f-9be0-1b53e2986763,
Test,,"As a Doctor, I want to track reviews of care plans so that I can ensure patients are receiving appropriate and timely care.",Should,"auto-generated,vertex-ai,traceable",2.3.2.9,Manual,A care plan exists for a patient. | A doctor reviews the care plan.,,The system should record the review date and the doctor who performed the review.,"As a Doctor, I want to track reviews of care plans so that I can ensure patients are receiving appropriate and timely care.",@priority_Should @req_2.3.2.9 @FDA21CFR11 @HIPAA,6,de14bc98-5d96-4757-b94b-5bbf13e3fa72,
Test,,"As a Doctor, I want to view the Assessment timeline so that I can easily track patient progress.",Should,"auto-generated,vertex-ai,traceable",2.3.2.21,Manual,I am logged into the system as a Doctor and viewing a patient's record. | I navigate to the Assessments section.,,"I should see a timeline displaying the patient's assessment history, including dates and key milestones, calculated automatically.","As a Doctor, I want to view the Assessment timeline so that I can easily track patient progress.",@priority_Should @req_2.3.2.21,7,98ce1741-927d-4fda-b125-c863f0f351c9,
Test,,"As a Clinician, I want to calculate who is billable based on dates, so that the billing process can be streamlined and accurate.",Must,"auto-generated,vertex-ai,traceable",2.3.2.22,Manual,"The system has patient data, session information, and billing rules. | I request to determine billable patients for a specific date range.",,"The system accurately calculates and displays a list of patients who are billable, based on the defined rules and available data.","As a Clinician, I want to calculate who is billable based on dates, so that the billing process can be streamlined and accurate.",@priority_Must @req_2.3.2.22,7,cd765656-fc43-4a95-9a5f-d4ba1786cd39,
Test,,"As a Clinician, I want to keep track of what claims have been sent for, so that I can efficiently manage billing and ensure accurate revenue cycle management.",Must,"auto-generated,vertex-ai,traceable",2.3.2.23,Manual,The system contains patient and session data. | A claim is submitted for a patient's session.,,"The system records the details of the claim, including patient, session, date, and services billed.","As a Clinician, I want to keep track of what claims have been sent for, so that I can efficiently manage billing and ensure accurate revenue cycle management.",@priority_Must @req_2.3.2.23 @FDA21CFR11 @HIPAA,7,87605989-5a9d-4b48-ae77-a324c0f8391c,
Test,,"As a User, I want to keep track of claims that have been accepted or denied so that I can manage billing effectively.",Must,"auto-generated,vertex-ai,traceable",2.3.2.24,Manual,The system has processed a claim | The claim is accepted or denied,,The system should record the acceptance or denial status of the claim.,"As a User, I want to keep track of claims that have been accepted or denied so that I can manage billing effectively.",@priority_Must @req_2.3.2.24 @FDA21CFR11 @HIPAA,7,ce60d853-faf0-4b58-856f-07e65251602c,
Test,,"As a system, I want to have stored procedures for calculations within the database so that data processing is efficient and consistent.",Must,"auto-generated,vertex-ai,traceable",2.3.2.25,Manual,The database is operational | A calculation is required,,The appropriate stored procedure is executed,"As a system, I want to have stored procedures for calculations within the database so that data processing is efficient and consistent.",@priority_Must @req_2.3.2.25,7,4e070493-8359-497d-b734-636762394d8a,
Test,,"As a system, I want to have stored procedures for calculations within the database so that data processing is efficient and consistent.",Must,"auto-generated,vertex-ai,traceable",2.3.2.25,Manual,A new calculation is needed | A developer creates a stored procedure,,The stored procedure is stored in the database,"As a system, I want to have stored procedures for calculations within the database so that data processing is efficient and consistent.",@priority_Must @req_2.3.2.25,7,4e070493-8359-497d-b734-636762394d8a,
Test,,"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Manual,I am logged into the Clinician Portal as a Doctor. | I view a patient's record.,,"I can access a report showing the audit history of documents and data associated with that patient, including additions, changes, and deletions.","As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @FDA21CFR11 @HIPAA,8,095413c7-3e12-4d8d-9640-510f88b6b6c7,
Test,,"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Manual,I am logged into the Clinician Portal as a Doctor. | I request an audit history report.,,I can export the audit history in a standard format.,"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @FDA21CFR11 @HIPAA,8,095413c7-3e12-4d8d-9640-510f88b6b6c7,
Test,,"As a Doctor, I want to see session information including facilitator information, time and scheduling, attendance, and group and individual notes, so that I can effectively review patient progress and session details.",Must,"auto-generated,vertex-ai,traceable",2.3.3.7;2.3.3.8;2.3.3.8.1;2.3.3.8.2;2.3.3.8.3;2.3.3.8.4,Manual,I am logged in as a Doctor and viewing a patient's record. | I select a particular session from the list of sessions.,,"I should be able to see Session information, including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes.","As a Doctor, I want to see session information including facilitator information, time and scheduling, attendance, and group and individual notes, so that I can effectively review patient progress and session details.",@priority_Must @req_2.3.3.7 @req_2.3.3.8 @req_2.3.3.8.1 @req_2.3.3.8.2 @req_2.3.3.8.3 @req_2.3.3.8.4,7,922940c2-98e1-40de-b9e8-9f2e2c955148,
Test,,"As a Doctor, I want to view session information including facilitator, time, scheduling, attendance, and notes, so that I can effectively review patient progress and plan future care.",Must,"auto-generated,vertex-ai,traceable",2.3.3.8,Manual,I am logged into the system as a Doctor and viewing a specific patient's page. | I navigate to the 'Sessions' section of the patient's page.,,"I should see a list of sessions, and upon selecting a session, I should be able to view details including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes.","As a Doctor, I want to view session information including facilitator, time, scheduling, attendance, and notes, so that I can effectively review patient progress and plan future care.",@priority_Must @req_2.3.3.8,7,73382a3b-88de-4ebe-a3ee-3695b7c8511e,
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records.",Must,"auto-generated,vertex-ai,traceable",2.3.3.5.3,Manual,I am a facilitator with medium experience with the system. | I access the session attendance records.,,I can confirm the attendance taken through the fingerprint scanner.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records.",@priority_Must @req_2.3.3.5.3,9,8f408dfd-5d06-41b3-b3a8-d78ed1a861ef,
Test,,"As a Clinician, I want to run a billing report so that I can track billing information.",Must,"auto-generated,vertex-ai,traceable",2.3.3.5.4,Manual,I am a Clinician and have access to the system. | I initiate the billing report function.,,I can view and export a report containing billing information.,"As a Clinician, I want to run a billing report so that I can track billing information.",@priority_Must @req_2.3.3.5.4 @FDA21CFR11 @HIPAA,12,61fd753a-1304-418b-847d-74c3d4067c48,
Test,,"As a user, I want to see a list of sessions in the portal so that I can easily find and access the sessions I need.",Must,"auto-generated,vertex-ai,traceable",2.3.3.6,Manual,I am logged into the portal. | I navigate to the sessions section.,,I should see a list of all available sessions.,"As a user, I want to see a list of sessions in the portal so that I can easily find and access the sessions I need.",@priority_Must @req_2.3.3.6,7,e103fc80-5f00-4c9e-8525-b597e51bedbb,
Test,,"As a Doctor, I want to view details of a specific session so that I can review patient progress and session outcomes.",Must,"auto-generated,vertex-ai,traceable",2.3.3.7,Manual,The user is logged in and viewing a list of sessions. | The user selects a particular session from the list.,,"The system displays detailed information about the selected session, including facilitator information, time and scheduling, attendance, and group/individual notes.","As a Doctor, I want to view details of a specific session so that I can review patient progress and session outcomes.",@priority_Must @req_2.3.3.7,7,9e7516ce-1b44-4b85-a99b-5cb6921e7c2a,
Test,,"As a user, I want to see session information so that I can review session details.",Must,"auto-generated,vertex-ai,traceable",2.3.3.8,Manual,I am viewing a list of sessions in the portal | I select a particular session,,"I should be able to see session information including facilitator information, time and scheduling, attendance, and group and individual notes.","As a user, I want to see session information so that I can review session details.",@priority_Must @req_2.3.3.8,7,b9964c24-6cbd-4f2c-adc0-6dae89992c30,
Test,,"As a Doctor, I want to view Group and Individual notes for a session, so that I can understand the patient's progress and tailor treatment plans accordingly.",Must,"auto-generated,vertex-ai,traceable",2.3.3.8.4,Manual,I am logged into the Clinician Portal and viewing the details of a specific session. | I navigate to the 'Notes' section of the session details.,,I should be able to see both Group and Individual notes recorded for the patient within that session.,"As a Doctor, I want to view Group and Individual notes for a session, so that I can understand the patient's progress and tailor treatment plans accordingly.",@priority_Must @req_2.3.3.8.4,7,ba63f87b-cfc2-4dbc-90ef-dd88881668a7,
Test,,"As a Nurse, I want to enter and view patient assessments, so that I can accurately document and monitor patient progress.",Must,"auto-generated,vertex-ai,traceable",2.3.3.9,Manual,I am logged into the system as a Nurse. | I navigate to a patient's record.,,"I can enter new assessment data (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) and view existing assessments.","As a Nurse, I want to enter and view patient assessments, so that I can accurately document and monitor patient progress.",@priority_Must @req_2.3.3.9 @FDA21CFR11 @HIPAA,7,225e0e5b-6c71-4188-92d7-7bc590980859,
Test,,"As a Doctor, I want to view patient assessments including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health, so that I can make informed decisions about patient care.",Should,"auto-generated,vertex-ai,traceable",2.3.3.9.1,Manual,I am logged into the system as a Doctor. | I view a patient's record.,,"I can see a section displaying patient assessments, including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health assessments.","As a Doctor, I want to view patient assessments including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health, so that I can make informed decisions about patient care.",@priority_Should @req_2.3.3.9.1 @FDA21CFR11 @HIPAA,7,c6896484-9e03-4c91-bce4-f0e68d9d482b,
Test,,"As a Nurse, I want to enter and view patient assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) so that I can effectively contribute to the care plan process.",Must,"auto-generated,vertex-ai,traceable",2.3.3.9;2.3.3.10,Manual,I am logged into the system as a Nurse. | I access a patient's record.,,"I can view and enter assessments related to Nursing, Nutrition, Health Literacy, Care Management, and Behavioral aspects.","As a Nurse, I want to enter and view patient assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) so that I can effectively contribute to the care plan process.",@priority_Must @req_2.3.3.9 @req_2.3.3.10 @FDA21CFR11 @HIPAA,7,d19cedc2-25e1-4848-8c7c-12fb4c9f8d73,
Test,,"As a Clinician, I want to perform care plan reviews so that I can ensure the patient's care plan is up-to-date and effective.",Must,"auto-generated,vertex-ai,traceable",2.3.3.10.1,Manual,I am a logged-in Clinician viewing a patient's record. | I initiate a care plan review.,,I am able to access and review the patient's current care plan details.,"As a Clinician, I want to perform care plan reviews so that I can ensure the patient's care plan is up-to-date and effective.",@priority_Must @req_2.3.3.10.1 @FDA21CFR11 @HIPAA,11,54dbe3fd-a045-4757-bfb3-5fd8abfbc145,
Test,,"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",Must,"auto-generated,vertex-ai,traceable",2.3.3.10.3,Manual,A patient has one or more care plans recorded in the system. | I navigate to the patient's record and select the option to view care plan history.,,"I should see a chronological list of all care plans for that patient, including the dates they were active.","As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",@priority_Must @req_2.3.3.10.3,11,61c3c688-87f1-456d-b63a-43696678d30e,
Test,,"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",Must,"auto-generated,vertex-ai,traceable",2.3.3.10.3,Manual,I am viewing a list of care plan history entries. | I select a specific care plan from the history.,,I should be able to view the details of that care plan as it existed at that point in time.,"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",@priority_Must @req_2.3.3.10.3,11,61c3c688-87f1-456d-b63a-43696678d30e,
Test,,"As a Clinician, I want to make updates or changes to a Care Plan so that the patient's care plan is current and accurate.",Must,"auto-generated,vertex-ai,traceable",2.3.3.10.4,Manual,a Care Plan exists for a patient | I make updates or changes to the Care Plan,,the system should save the updates and changes to the Care Plan,"As a Clinician, I want to make updates or changes to a Care Plan so that the patient's care plan is current and accurate.",@priority_Must @req_2.3.3.10.4 @FDA21CFR11 @HIPAA,6;11,8d8efcee-7dc7-4d0a-9091-db7e2464adaa,
Test,,"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11,Manual,"The system is running and a user modifies patient data or documents. | The user adds, changes, or deletes data.",,"The system logs the action, including the user, timestamp, and details of the change.","As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting
Test,,"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11,Manual,I am a system administrator. | I request an audit report for a specific user or patient.,,"The system generates a report showing the auditing history, including additions, changes, and deletions.","As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting
Test,,"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11,Manual,I am viewing an audit history report. | I want to export the audit history.,,"The system allows me to export the audit history in a standard format (e.g., CSV, Excel).","As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting
Test,,"As a Doctor, I want the system to track the addition of new documents to a patient's record, so that I can maintain an accurate and auditable history of patient information.",Must,"auto-generated,vertex-ai,traceable",2.3.3.12,Manual,A Doctor is viewing a patient's record. | A new document is added to the patient's record.,,"The system should record the addition of the document, including the user who added it and the timestamp.","As a Doctor, I want the system to track the addition of new documents to a patient's record, so that I can maintain an accurate and auditable history of patient information.",@priority_Must @req_2.3.3.12 @FDA21CFR11 @HIPAA,5;8,6e71040d-a339-4540-893e-a1ca1409ee99,
Test,,"As a Facilitator, I want to be able to track changes to existing documents or data, so that I can maintain an audit trail and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.13,Manual,I am a Facilitator with access to the system. | I make a change to an existing document or data.,,"The system should record the change, including who made the change and when it was made.","As a Facilitator, I want to be able to track changes to existing documents or data, so that I can maintain an audit trail and ensure data integrity.",@priority_Must @req_2.3.3.13 @FDA21CFR11 @HIPAA,8;12,fda091cb-026f-41d0-9f05-2b2cc6c6ac5a,
Test,,"As a Clinician, I want the system to track deletions of existing documents or data, so that there is an audit trail for data integrity and compliance.",Must,"auto-generated,vertex-ai,traceable",2.3.3.14,Manual,a document or data exists in the system | a Clinician deletes the document or data,,"the system records the deletion event, including the user, timestamp, and details of the deleted item","As a Clinician, I want the system to track deletions of existing documents or data, so that there is an audit trail for data integrity and compliance.",@priority_Must @req_2.3.3.14 @FDA21CFR11 @HIPAA,8,949c0bb0-121d-42b0-bd95-270e4a3f5357,
Test,,"As a Doctor, I want to view reports showing auditing history per patient, so that I can track changes to patient data and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.15,Manual,I am logged in as a Doctor. | I request an audit history report for a specific patient.,,"I should see a report detailing all additions, changes, and deletions made to the patient's documents and data, including the user who made the changes and the timestamp of the changes.","As a Doctor, I want to view reports showing auditing history per patient, so that I can track changes to patient data and ensure data integrity.",@priority_Must @req_2.3.3.15 @FDA21CFR11 @HIPAA,8,3f3608ee-8cfb-4618-84d8-ab6b7a267a1e,
Test,,"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16;DHM_UC_21,Manual,I am logged in as a Clinician and viewing a patient's document | I select the option to view audit history,,"I should see a chronological list of all changes made to the document, including who made the change and when.","As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @req_DHM_UC_21 @HIPAA,8;11,975553c3-d865-4f26-846d-f589a525458d,
