Test Case Title,Step Action,Step Expected,Requirement ID,Priority,Tags,Pages,Story Id,Epic,Area Path,Iteration Path
"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",I am logged into the Clinician Portal as a Doctor. | I view a patient's record.,"I can access a report showing the audit history of documents and data associated with that patient, including additions, changes, and deletions.",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Must,@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @FDA21CFR11 @HIPAA,8,095413c7-3e12-4d8d-9640-510f88b6b6c7,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view the audit history of patient documents and data, so that I can ensure data integrity and compliance.",I am logged into the Clinician Portal as a Doctor. | I request an audit history report.,I can export the audit history in a standard format.,2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Must,@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @FDA21CFR11 @HIPAA,8,095413c7-3e12-4d8d-9640-510f88b6b6c7,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to see session information including facilitator information, time and scheduling, attendance, and group and individual notes, so that I can effectively review patient progress and session details.",I am logged in as a Doctor and viewing a patient's record. | I select a particular session from the list of sessions.,"I should be able to see Session information, including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes.",2.3.3.7;2.3.3.8;2.3.3.8.1;2.3.3.8.2;2.3.3.8.3;2.3.3.8.4,Must,@priority_Must @req_2.3.3.7 @req_2.3.3.8 @req_2.3.3.8.1 @req_2.3.3.8.2 @req_2.3.3.8.3 @req_2.3.3.8.4,7,922940c2-98e1-40de-b9e8-9f2e2c955148,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view session information including facilitator, time, scheduling, attendance, and notes, so that I can effectively review patient progress and plan future care.",I am logged into the system as a Doctor and viewing a specific patient's page. | I navigate to the 'Sessions' section of the patient's page.,"I should see a list of sessions, and upon selecting a session, I should be able to view details including Facilitator information, Time and scheduling, Attendance, and Group and Individual notes.",2.3.3.8,Must,@priority_Must @req_2.3.3.8,7,73382a3b-88de-4ebe-a3ee-3695b7c8511e,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records.",I am a facilitator with medium experience with the system. | I access the session attendance records.,I can confirm the attendance taken through the fingerprint scanner.,2.3.3.5.3,Must,@priority_Must @req_2.3.3.5.3,9,8f408dfd-5d06-41b3-b3a8-d78ed1a861ef,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to run a billing report so that I can track billing information.",I am a Clinician and have access to the system. | I initiate the billing report function.,I can view and export a report containing billing information.,2.3.3.5.4,Must,@priority_Must @req_2.3.3.5.4 @FDA21CFR11 @HIPAA,12,61fd753a-1304-418b-847d-74c3d4067c48,,Healthcare\DayHealth,Release 1
"As a user, I want to see a list of sessions in the portal so that I can easily find and access the sessions I need.",I am logged into the portal. | I navigate to the sessions section.,I should see a list of all available sessions.,2.3.3.6,Must,@priority_Must @req_2.3.3.6,7,e103fc80-5f00-4c9e-8525-b597e51bedbb,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view details of a specific session so that I can review patient progress and session outcomes.",The user is logged in and viewing a list of sessions. | The user selects a particular session from the list.,"The system displays detailed information about the selected session, including facilitator information, time and scheduling, attendance, and group/individual notes.",2.3.3.7,Must,@priority_Must @req_2.3.3.7,7,9e7516ce-1b44-4b85-a99b-5cb6921e7c2a,,Healthcare\DayHealth,Release 1
"As a user, I want to see session information so that I can review session details.",I am viewing a list of sessions in the portal | I select a particular session,"I should be able to see session information including facilitator information, time and scheduling, attendance, and group and individual notes.",2.3.3.8,Must,@priority_Must @req_2.3.3.8,7,b9964c24-6cbd-4f2c-adc0-6dae89992c30,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view Group and Individual notes for a session, so that I can understand the patient's progress and tailor treatment plans accordingly.",I am logged into the Clinician Portal and viewing the details of a specific session. | I navigate to the 'Notes' section of the session details.,I should be able to see both Group and Individual notes recorded for the patient within that session.,2.3.3.8.4,Must,@priority_Must @req_2.3.3.8.4,7,ba63f87b-cfc2-4dbc-90ef-dd88881668a7,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to enter and view patient assessments, so that I can accurately document and monitor patient progress.",I am logged into the system as a Nurse. | I navigate to a patient's record.,"I can enter new assessment data (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) and view existing assessments.",2.3.3.9,Must,@priority_Must @req_2.3.3.9 @FDA21CFR11 @HIPAA,7,225e0e5b-6c71-4188-92d7-7bc590980859,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view patient assessments including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health, so that I can make informed decisions about patient care.",I am logged into the system as a Doctor. | I view a patient's record.,"I can see a section displaying patient assessments, including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health assessments.",2.3.3.9.1,Should,@priority_Should @req_2.3.3.9.1 @FDA21CFR11 @HIPAA,7,c6896484-9e03-4c91-bce4-f0e68d9d482b,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to enter and view patient assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) so that I can effectively contribute to the care plan process.",I am logged into the system as a Nurse. | I access a patient's record.,"I can view and enter assessments related to Nursing, Nutrition, Health Literacy, Care Management, and Behavioral aspects.",2.3.3.9;2.3.3.10,Must,@priority_Must @req_2.3.3.9 @req_2.3.3.10 @FDA21CFR11 @HIPAA,7,d19cedc2-25e1-4848-8c7c-12fb4c9f8d73,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to perform care plan reviews so that I can ensure the patient's care plan is up-to-date and effective.",I am a logged-in Clinician viewing a patient's record. | I initiate a care plan review.,I am able to access and review the patient's current care plan details.,2.3.3.10.1,Must,@priority_Must @req_2.3.3.10.1 @FDA21CFR11 @HIPAA,11,54dbe3fd-a045-4757-bfb3-5fd8abfbc145,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",A patient has one or more care plans recorded in the system. | I navigate to the patient's record and select the option to view care plan history.,"I should see a chronological list of all care plans for that patient, including the dates they were active.",2.3.3.10.3,Must,@priority_Must @req_2.3.3.10.3,11,61c3c688-87f1-456d-b63a-43696678d30e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",I am viewing a list of care plan history entries. | I select a specific care plan from the history.,I should be able to view the details of that care plan as it existed at that point in time.,2.3.3.10.3,Must,@priority_Must @req_2.3.3.10.3,11,61c3c688-87f1-456d-b63a-43696678d30e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to make updates or changes to a Care Plan so that the patient's care plan is current and accurate.",a Care Plan exists for a patient | I make updates or changes to the Care Plan,the system should save the updates and changes to the Care Plan,2.3.3.10.4,Must,@priority_Must @req_2.3.3.10.4 @FDA21CFR11 @HIPAA,6;11,8d8efcee-7dc7-4d0a-9091-db7e2464adaa,,Healthcare\DayHealth,Release 1
"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.","The system is running and a user modifies patient data or documents. | The user adds, changes, or deletes data.","The system logs the action, including the user, timestamp, and details of the change.",2.3.3.11,Must,@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting,Healthcare\DayHealth,Release 1
"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",I am a system administrator. | I request an audit report for a specific user or patient.,"The system generates a report showing the auditing history, including additions, changes, and deletions.",2.3.3.11,Must,@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting,Healthcare\DayHealth,Release 1
"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",I am viewing an audit history report. | I want to export the audit history.,"The system allows me to export the audit history in a standard format (e.g., CSV, Excel).",2.3.3.11,Must,@priority_Must @req_2.3.3.11 @FDA21CFR11 @HIPAA,8,ace91e16-e696-4c8e-950b-e6c0d2d00e71,Auditing and Reporting,Healthcare\DayHealth,Release 1
"As a Doctor, I want the system to track the addition of new documents to a patient's record, so that I can maintain an accurate and auditable history of patient information.",A Doctor is viewing a patient's record. | A new document is added to the patient's record.,"The system should record the addition of the document, including the user who added it and the timestamp.",2.3.3.12,Must,@priority_Must @req_2.3.3.12 @FDA21CFR11 @HIPAA,5;8,6e71040d-a339-4540-893e-a1ca1409ee99,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to be able to track changes to existing documents or data, so that I can maintain an audit trail and ensure data integrity.",I am a Facilitator with access to the system. | I make a change to an existing document or data.,"The system should record the change, including who made the change and when it was made.",2.3.3.13,Must,@priority_Must @req_2.3.3.13 @FDA21CFR11 @HIPAA,8;12,fda091cb-026f-41d0-9f05-2b2cc6c6ac5a,,Healthcare\DayHealth,Release 1
"As a Clinician, I want the system to track deletions of existing documents or data, so that there is an audit trail for data integrity and compliance.",a document or data exists in the system | a Clinician deletes the document or data,"the system records the deletion event, including the user, timestamp, and details of the deleted item",2.3.3.14,Must,@priority_Must @req_2.3.3.14 @FDA21CFR11 @HIPAA,8,949c0bb0-121d-42b0-bd95-270e4a3f5357,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view reports showing auditing history per patient, so that I can track changes to patient data and ensure data integrity.",I am logged in as a Doctor. | I request an audit history report for a specific patient.,"I should see a report detailing all additions, changes, and deletions made to the patient's documents and data, including the user who made the changes and the timestamp of the changes.",2.3.3.15,Must,@priority_Must @req_2.3.3.15 @FDA21CFR11 @HIPAA,8,3f3608ee-8cfb-4618-84d8-ab6b7a267a1e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",I am logged in as a Clinician and viewing a patient's document | I select the option to view audit history,"I should see a chronological list of all changes made to the document, including who made the change and when.",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16;DHM_UC_21,Must,@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @req_DHM_UC_21 @HIPAA,8;11,975553c3-d865-4f26-846d-f589a525458d,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",I am viewing the audit history of a document | I request to export the audit history,"The system should generate a report of the audit history in a standard format (e.g., CSV, PDF) that I can save or print. (Requirement 2.3.3.16)",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16;DHM_UC_21,Must,@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @req_DHM_UC_21 @HIPAA,8;11,975553c3-d865-4f26-846d-f589a525458d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to clearly see the link between patient goals and sessions, so that I can better understand the patient's progress and tailor treatment plans effectively.",A patient has defined goals and is participating in sessions. | I view the patient's session details in the portal.,I can clearly see how the session relates to the patient's defined goals.,2.3.3.17,Must,@priority_Must @req_2.3.3.17,8,2b35c6e9-1cae-43a1-973e-8282e4a0fe6e,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records are maintained.",I am a facilitator with read access to session attendance data. | I access the system to view session attendance.,I can confirm the attendance taken through the fingerprint scanner is accurate.,2.3.2.17,Should,@priority_Should @req_2.3.2.17,9,58e2aaf1-e0ac-484d-addc-b045f89c8e95,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",I am logged in as a Clinician. | I attempt to access a patient document.,I should be able to view the document.,2.4,Must,@priority_Must @req_2.4,8,e4284d40-c7da-4436-b42e-83fd186bbfa8,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",I am logged in as a Clinician. | I create a new patient document or a special case allows write access.,I should be able to save the document.,2.4,Must,@priority_Must @req_2.4,8,e4284d40-c7da-4436-b42e-83fd186bbfa8,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",I am a system administrator responsible for database setup and maintenance. | I access the user documentation.,I can view a clear and comprehensive database schema.,2.7.1,Must,@priority_Must @req_2.7.1,10,9285236a-eb54-4b0e-8dd5-9354c4482da2,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",I am a system administrator responsible for database setup and maintenance. | I access the user documentation.,I can follow a step-by-step guide for running the database setup script.,2.7.1,Must,@priority_Must @req_2.7.1,10,9285236a-eb54-4b0e-8dd5-9354c4482da2,,Healthcare\DayHealth,Release 1
"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",I am a new user of the application. | I access a feature for the first time.,"I am presented with step-by-step instructions, screenshots, and in-application tooltips to guide me through the process.",2.7.2,Must,@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,edb5fa20-d9ef-4f8f-98cc-b78abdde471f,,Healthcare\DayHealth,Release 1
"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",I need to understand a specific procedure. | I access the tutorial documentation.,"I can find clear explanations of the procedure, including legal and business concerns, presented in a step-by-step format with visual aids.",2.7.2,Must,@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,edb5fa20-d9ef-4f8f-98cc-b78abdde471f,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want clear navigation and tooltips in the session application so that I can easily record attendance and take notes.",I am a new facilitator using the session application. | I navigate the application.,I can easily understand the purpose of each section due to clear navigation and tooltips.,2.7.3,Must,@priority_Must @req_2.7.3,10,095a5525-6313-4a86-bfd5-528a3248c650,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view patient assessments and care plans within the Day Health Manager, so that I can efficiently review patient information and provide appropriate care.",I am a Doctor with access to the Day Health Manager. | I select a patient within the system.,I can view the patient's digitized assessments and care plans.,2.8.2,Must,@priority_Must @req_2.8.2 @HIPAA,4,f5096585-080a-4cbf-9862-fd388ff1963b,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient information through the Clinician Portal so that I can quickly review patient data and make informed decisions.",I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.,I should be able to view the patient's relevant medical information in an easy-to-navigate interface.,2.6,Must,@priority_Must @req_2.6 @FDA21CFR11 @HIPAA,2;13,22f35078-9c51-42df-b19c-2b2bf0a0678e,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",the session application has recorded attendance via fingerprint scanner | I access the session attendance records,I can view and confirm the attendance data captured by the fingerprint scanner.,4.2.1,Must,@priority_Must @req_4.2.1,9;13,c6f1ac71-ba13-4348-a5e3-f9bcb6dfba7c,,Healthcare\DayHealth,Release 1
"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",I am a user accessing the Clinician Portal | I navigate to a page within the application,the page loads in under 2 seconds with only one user online,5.1.1.3,Should,@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,,Healthcare\DayHealth,Release 1
"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",I am a user accessing the Clinician Portal | I navigate to a page within the application,on average the page loads in under 0.5 seconds with only one user online,5.1.1.3,Should,@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,,Healthcare\DayHealth,Release 1
"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",I am a user accessing the Clinician Portal | I navigate to a page within the application,the page never takes more than 5 seconds to load,5.1.1.3,Should,@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,,Healthcare\DayHealth,Release 1
